PMCID,chunk_id,chunk_text
PMC12076410,PMC12076410_chunk_15," (31 December 2020). The CTS participants who reported a previous heart attack or stroke on their baseline CTS questionnaire or had a hospitalization for myocardial infarction, coronary heart disease, or any stroke prior to their baseline questionnaire completion date were excluded from our final study cohort.
Standard protocols and approvals
Institutional Review Board approval was granted through Weill Cornell Medicine as well as the City of Hope National Medical Center to use CTS. Data and statistical code used may be made available to other investigators upon their request to the CTS. We followed the Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) guidelines. 20
Exposure
The study exposure was any self-reported history of endometriosis on the baseline questionnaire (1995–1999) or questionnaire four (2005–2008). These two questionnaires are the only ones that asked if a participant has ever had endometriosis. A recent analysis of four international cohor"
PMC12076410,PMC12076410_chunk_16,"ionnaire (1995–1999) or questionnaire four (2005–2008). These two questionnaires are the only ones that asked if a participant has ever had endometriosis. A recent analysis of four international cohorts found that self-report of endometriosis on survey questionnaires could be confirmed by reviewing a combination of surgical, clinical, and pathological records in 84% of cases. 21 We report the number of CTS participants who answered that they had endometriosis on the baseline questionnaire and on questionnaire four. We considered participants who reported endometriosis on questionnaire four but not on the baseline questionnaire as having endometriosis throughout the study period because most patients with endometriosis have the onset of symptoms in adolescence and it is considered a disease of the entire reproductive lifespan in females despite significant diagnostic delay in many cases. 22
Covariates
Study covariates were age, race–ethnicity, and vascular risk factors. Included risk fa"
PMC12076410,PMC12076410_chunk_17," of the entire reproductive lifespan in females despite significant diagnostic delay in many cases. 22
Covariates
Study covariates were age, race–ethnicity, and vascular risk factors. Included risk factors were hypertension, diabetes mellitus, current or prior tobacco use, alcohol consumption, obesity (defined as baseline body mass index of ≥30 kg/m 2 ), migraine, cancer, and anaemia (defined as needing a blood transfusion). 10 , 23–25 We included migraine because migraine with aura has been associated with increased risk of stroke and adverse cardiovascular events, particularly in young women. 26 , 27 All covariates were self-reported and selected a priori .
Aspirin covariate
We considered participants regular aspirin users if they reported taking aspirin at least three times weekly for at least 1 year, as in a prior study using the CTS. 28 To avoid immortal time bias, 29 we used only the baseline questionnaire (1995–1999) to determine aspirin use. Only aspirin use before major advers"
PMC12076410,PMC12076410_chunk_18,"t least 1 year, as in a prior study using the CTS. 28 To avoid immortal time bias, 29 we used only the baseline questionnaire (1995–1999) to determine aspirin use. Only aspirin use before major adverse cardiovascular event (MACE) diagnosis was considered. We detail the number of participants who reported taking aspirin on the baseline questionnaire but stopped by questionnaire four.
Primary outcomes
Our primary study outcome was incident, first-ever MACE. In patients with multiple events during observation, only the first event was counted. The CTS uses California hospital records via the California Office of Statewide Health Planning and Development hospitalization discharge database through probabilistic record linkage based on Social Security number, date of birth, sex, and race–ethnicity to determine outcome events. 19 For this study, we defined incident of MACE as a first hospital admission resulting in a discharge diagnosis of myocardial infarction (410*, I21*, I22*), coronary he"
PMC12076410,PMC12076410_chunk_19,"ty to determine outcome events. 19 For this study, we defined incident of MACE as a first hospital admission resulting in a discharge diagnosis of myocardial infarction (410*, I21*, I22*), coronary heart disease (411*, 412, 413*, 4140*, 4142–4149, V4581, V4582, I20*, I237, I240-I252, I255, I256, I25750 , I2575*, I25811 , I2582-I2589, I259, Z951, Z955, Z9861), and stroke (430, 431, 433 × 1, 434 × 1, 436, I60, I61, I63, I64) in any position. 30 All diagnostic codes for MACE have been previously validated (ICD-9: stroke, 31–33 myocardial infarction, and coronary heart disease 34 , 35 ; ICD-10: stroke, 32 , 36 myocardial infarction, and coronary heart disease 37 , 38 ).
Secondary outcomes
Our secondary study outcomes were (i) ischaemic and haemorrhagic stroke, (ii) coronary heart disease, and (iii) myocardial infarction defined using the aforementioned ICD-9/ICD-10 codes.
Subgroup analysis: statin covariate
To explore the relationship between statins and cardiovascular risk in endometriosi"
PMC12076410,PMC12076410_chunk_20,"(iii) myocardial infarction defined using the aforementioned ICD-9/ICD-10 codes.
Subgroup analysis: statin covariate
To explore the relationship between statins and cardiovascular risk in endometriosis, we conducted a subgroup analysis of only those participants who completed both the baseline and fourth questionnaire. Questionnaires one through three did not ask about statin use. We considered participants regular statin users if they reported using a statin daily on questionnaire four. Only statin use before MACE diagnosis was considered.
Subgroup analysis: aspirin within endometriosis subgroups
To explore the relationship between aspirin and cardiovascular risk within participants with and without endometriosis, we completed an additional subgroup analysis using aspirin as the exposure variable within the endometriosis subgroup and then within the non-endometriosis subgroup.
Statistical analysis
We used standard descriptive statistics to detail baseline characteristics of our study "
PMC12076410,PMC12076410_chunk_21,"variable within the endometriosis subgroup and then within the non-endometriosis subgroup.
Statistical analysis
We used standard descriptive statistics to detail baseline characteristics of our study cohort. We reported the number of all MACE as well as the incidence of these events in 100 person-years. Inverse probability (IP) weights were used to estimate the causal effect of self-reported endometriosis history at baseline on the diagnosis of MACE. The utilization of IP weights facilitated the analysis of observational data in a manner akin to a randomized trial with no dropout or loss to follow-up. This IP-weighted methodology enabled us to obtain marginal Kaplan–Meier estimates while accounting for measured confounders. 39 , 40
We first calculated the probability of each individual in the cohort having endometriosis, conditioning on their covariate status through logistic regression. For each participant, we took the inverse of the probability obtained from the logistic regression,"
PMC12076410,PMC12076410_chunk_22,"the cohort having endometriosis, conditioning on their covariate status through logistic regression. For each participant, we took the inverse of the probability obtained from the logistic regression, referred to as the IP weight. These weights were then applied to each individual in the analysis. By weighting individuals by the inverse of their probability of having endometriosis, we gave more weight to underrepresented individuals and less weight to those over-represented, thereby creating a pseudo-population where endometriosis was not associated with the covariates, effectively eliminating measured confounding. We also employed an IP-weighting Cox model to account for censoring, including deaths. The weights were calculated based on the probability of being censored, incorporating baseline characteristics and endometriosis status. By applying these weights in the model, we effectively adjusted for potential bias introduced by censoring events, such as mortality. Cox proportional ha"
PMC12076410,PMC12076410_chunk_23,"line characteristics and endometriosis status. By applying these weights in the model, we effectively adjusted for potential bias introduced by censoring events, such as mortality. Cox proportional hazards regression was then fit by weighting participants according to their IP weights to estimate the hazard ratio (HR) and survival curves, with endometriosis as the sole exposure.
The starting point for the primary and secondary outcomes was enrolment, with patients being censored upon death, permanent relocation out of California, or voluntary withdrawal from the CTS. For the subgroup analysis of statin use, the starting point was the completion of questionnaire four, with participants being censored in the same manner as mentioned previously.
We completed the same analysis stratified by age at baseline survey completion using age groups: age < 40, age 40–54, and age ≥ 55 consistent with prior literature on endometriosis and cardiovascular risk. 4 These age cut-offs are clinically salie"
PMC12076410,PMC12076410_chunk_24,"e at baseline survey completion using age groups: age < 40, age 40–54, and age ≥ 55 consistent with prior literature on endometriosis and cardiovascular risk. 4 These age cut-offs are clinically salient because the definition of cardiovascular disease in the young is from age 18 through 39 41 and the fact that most women undergo menopause by age 55. 42 , 43 We then stratified by regular aspirin use and statin use, regardless of age, to examine whether regular aspirin and statin use acted as effect modifiers for endometriosis and cardiovascular risk. Covariates included in the models were age at baseline, race–ethnicity, and vascular risk factors. We used a complete case assessment and did not account for missing data because all participants included in the CTS answered the question for our main variable of interest, endometriosis history, in the baseline questionnaire. The threshold for statistical significance was set as ≤0.05. Statistical analyses and plots were completed in R (vers"
PMC12076410,PMC12076410_chunk_25,"r main variable of interest, endometriosis history, in the baseline questionnaire. The threshold for statistical significance was set as ≤0.05. Statistical analyses and plots were completed in R (version 4.0.2) and completed by Cenai Zhang at Weill Cornell Medicine in New York. 44
Results
We included a total of 120 435 participants in our final study cohort ( Figure 1 ). Of these participants, 13 754 (11.4%) reported a history of endometriosis. Compared to participants without endometriosis, those with endometriosis were slightly younger (mean age 53.0 vs. 52.3) and much more likely to have a history of migraine (18.3% vs. 28.7%) and severe anaemia (12.5% vs. 17.4%). Participants with endometriosis were also more likely to report regular use of aspirin (10.5% vs. 12.6%), statin (23.4% vs. 26%), anti-hypertensives (12% vs. 13.7%), and oral contraception (65.5% vs. 74.2%) ( Table 1 ). Among the 13 754 participants who reported having endometriosis, 10 874 (79%) indicated this diagnosis o"
PMC12076410,PMC12076410_chunk_26,"26%), anti-hypertensives (12% vs. 13.7%), and oral contraception (65.5% vs. 74.2%) ( Table 1 ). Among the 13 754 participants who reported having endometriosis, 10 874 (79%) indicated this diagnosis on the baseline questionnaire and an additional 2880 (20.9%) reported it on questionnaire four. Of the 12 898 participants that reported taking aspirin on the baseline questionnaire, 5546 (43.0%) completed questionnaire four with only 686 of participants reporting that they had stopped taking aspirin on questionnaire four.
Inclusion flowchart. Inclusions and exclusions of participants from the California Teachers Study.
Demographics
Demographic information, comorbidities, and medications for included participants with and without endometriosis.
a Defined by CTS from 1990 census block group variables (occupation, education, and income).
b Defined as needing a blood transfusion.
c Participants were classified as regular aspirin users if they reported taking aspirin at least three times weekly"
PMC12076410,PMC12076410_chunk_27,"ables (occupation, education, and income).
b Defined as needing a blood transfusion.
c Participants were classified as regular aspirin users if they reported taking aspirin at least three times weekly for at least 1 year on the baseline questionnaire.
The median follow-up time was 25 years [interquartile range (IQR), 21.4–25.2] in participants with endometriosis and 25 years (IQR, 21.5–25.1) in participants without endometriosis. The incidence rate of MACE was 0.74 [95% confidence interval (CI), 0.71–0.77] per 100 person-years among participants with endometriosis vs. 0.73 (95% CI, 0.72–0.75) per 100 person-years among participants without endometriosis. After adjusting for demographics, confounding, and dropouts, endometriosis was associated with an increased risk of MACE (IP-weighted HR, 1.10; 95% CI, 1.04–1.15; Figure 2 ).
Cardiovascular events in no endometriosis vs. endometriosis. Inverse probability–weighted Kaplan–Meier curves estimating cumulative incidence functions of major a"
PMC12076410,PMC12076410_chunk_28," 1.10; 95% CI, 1.04–1.15; Figure 2 ).
Cardiovascular events in no endometriosis vs. endometriosis. Inverse probability–weighted Kaplan–Meier curves estimating cumulative incidence functions of major adverse cardiovascular events for no endometriosis vs. endometriosis accounting for age at baseline, race–ethnicity, and all self-reported vascular risk factors.
In our age-stratified analysis, we found that endometriosis was most strongly associated with an elevated risk of MACE among participants under 40 years old (IP-weighted HR, 1.48; 95% CI, 1.08–2.02). The incidence rate of MACE was 0.14 (95% CI, 0.11–0.19) per 100 person-years for participants with endometriosis, compared to 0.08 (95% CI, 0.07–0.09) per 100 person-years for those without it in this age group ( Table 2 ).
Cardiovascular event rates in no endometriosis vs. endometriosis
Rates of major adverse cardiovascular events by endometriosis, aspirin use, and age group, unweighted.
For participants aged 40–54 years, the incidenc"
PMC12076410,PMC12076410_chunk_29,"event rates in no endometriosis vs. endometriosis
Rates of major adverse cardiovascular events by endometriosis, aspirin use, and age group, unweighted.
For participants aged 40–54 years, the incidence rate of MACE was 0.38 (95% CI, 0.35–0.41) per 100 person-years among those with endometriosis, vs. 0.31 (95% CI, 0.30–0.32) per 100 person-years among those without it. The IP-weighted HR was 1.16 (95% CI, 1.06–1.27).
Among participants aged 55 years or older, the incidence rate of MACE was 1.48 (95% CI, 1.41–1.56) per 100 person-years for participants with endometriosis, compared to 1.53 (95% CI, 1.50–1.56) per 100 person-years for those without. Although the crude incidence was lower in the endometriosis group, following adjustment for confounding and dropouts using IP-weighting, the IP-weighted HR was 1.07 (95% CI, 1.01–1.13), indicating that endometriosis was associated with an increased risk of MACE in this age group as well ( Figure 3 ).
Cardiovascular events in no endometriosis vs"
PMC12076410,PMC12076410_chunk_30,"ighted HR was 1.07 (95% CI, 1.01–1.13), indicating that endometriosis was associated with an increased risk of MACE in this age group as well ( Figure 3 ).
Cardiovascular events in no endometriosis vs. endometriosis by age group. Inverse probability–weighted Kaplan–Meier curves estimating cumulative incidence functions of major adverse cardiovascular events for no endometriosis vs. endometriosis by age group accounting for race–ethnicity and all self-reported vascular risk factors.
The incidence rate of MACE among participants taking aspirin ( n = 12 898) was 1.38 (95% CI, 1.34–1.43) per 100 person-years, in contrast to participants not taking aspirin, who had a rate of 0.66 (0.65–0.67) per 100 person-years (see Supplementary material online , Table S1 ). Among participants taking aspirin, the incidence rate of MACE was 1.26 (95% CI, 1.14–1.38) per 100 person-years for participants with endometriosis, compared to 1.40 (95% CI, 1.35–1.45) per 100 person-years for those without (IP-weigh"
PMC12076410,PMC12076410_chunk_31," the incidence rate of MACE was 1.26 (95% CI, 1.14–1.38) per 100 person-years for participants with endometriosis, compared to 1.40 (95% CI, 1.35–1.45) per 100 person-years for those without (IP-weighted HR, 1.07; 95% CI, 0.96–1.19). Among participants not taking aspirin, the incidence rate of MACE was 0.67 (95% CI, 0.64–0.70) per 100 person-years for participants with endometriosis, compared to 0.66 (95% CI, 0.65–0.67) per 100 person-years for those without (IP-weighted HR, 1.10; 95% CI, 1.04–1.17). The P value for the interaction of aspirin use and endometriosis was 0.467.
The risk of stroke and coronary heart disease was similarly increased in the endometriosis group compared to the non-endometriosis group (stroke: IP-weighted HR, 1.11; 95% CI, 1.02–1.21; coronary heart disease: IP-weighted HR, 1.12; 95% CI, 1.06–1.19). However, for myocardial infarction, there was no difference in risk between the endometriosis and non-endometriosis groups (adjusted HR, 1.04; 95% CI, 0.94–1.16).
Ou"
PMC12076410,PMC12076410_chunk_32,"hted HR, 1.12; 95% CI, 1.06–1.19). However, for myocardial infarction, there was no difference in risk between the endometriosis and non-endometriosis groups (adjusted HR, 1.04; 95% CI, 0.94–1.16).
Out of 59 480 participants who completed both the baseline and fourth questionnaires and had no MACE before questionnaire four, 13 127 (22.8%) reported daily statin use. The median follow-up time was 15 years (IQR, 14.3–15.1). Among participants taking statin, the incidence rate of MACE was 1.52 (95% CI, 1.37–1.67) per 100 person-years for participants with endometriosis, compared to 1.55 (95% CI, 1.49–1.62) per 100 person-years for those without (IP-weighted HR, 1.10; 95% CI, 0.98–1.23). Among participants not taking statin, the incidence rate of MACE was 0.80 (95% CI, 0.74–0.86) per 100 person-years for participants with endometriosis, compared to 0.80 (95% CI, 0.77–0.82) per 100 person-years for those without (IP-weighted HR, 1.06; 95% CI, 0.97–1.15). The P value for the interaction of st"
PMC12076410,PMC12076410_chunk_33,"-years for participants with endometriosis, compared to 0.80 (95% CI, 0.77–0.82) per 100 person-years for those without (IP-weighted HR, 1.06; 95% CI, 0.97–1.15). The P value for the interaction of statin use and endometriosis was 0.866.
In the endometriosis subgroup, aspirin use at baseline was associated with increased risk of MACE (IP-weighted HR 1.25; 95% CI, 1.11–1.41). In the non-endometriosis subgroup, aspirin use at baseline was also associated with increased risk of MACE (IP-weighted HR 1.24; 95% CI, 1.18–1.30).
In our study of 120 435 female teachers and administrators in the CTS, those with endometriosis had a higher risk of MACE, especially at younger ages, than those without endometriosis. We found that aspirin did not modify the effect of endometriosis on cardiovascular disease risk. To our knowledge, this is one of the first studies to assess aspirin as a potential modifier of MACE risk in patients with endometriosis.
Multiple prior studies have shown that the risk of va"
PMC12076410,PMC12076410_chunk_34,"se risk. To our knowledge, this is one of the first studies to assess aspirin as a potential modifier of MACE risk in patients with endometriosis.
Multiple prior studies have shown that the risk of various adverse cardiovascular events is elevated in patients with endometriosis. 4–6 , 8–10 , 16 , 45 The HR point estimate for MACE in patients with endometriosis in our study was similar to the estimated hazard for cardiovascular disease in three studies, 5 , 8 , 9 , 45 lower than the estimated hazard for coronary heart disease in two studies, 6 , 16 and lower than the estimated hazard for stroke in one study (see Supplementary material online , Table S2 ). 10
Our finding that an increased MACE risk associated with endometriosis was highest before age 40 is also consistent with extant data, though the absolute risk is low. Three previous studies showed a higher risk of coronary heart disease at younger ages in patients with endometriosis. 4 , 6 , 16 Unlike our study, two of these studies "
PMC12076410,PMC12076410_chunk_35,"hough the absolute risk is low. Three previous studies showed a higher risk of coronary heart disease at younger ages in patients with endometriosis. 4 , 6 , 16 Unlike our study, two of these studies found that by their late 50s, there was no difference in risk of coronary heart disease between individuals with vs. without endometriosis. 4 , 16 While one study found no impact of age on the association between endometriosis and stroke, that cohort included younger individuals (mean age of 36) than our cohort. 10 Endometriosis often, but not always, recedes in menopause, 46 , 47 presumably leading to a decrease in the association between endometriosis and cardiovascular disease in older individuals. It is also possible that cardiometabolic changes experienced during menopause offset endometriosis-related risk. 48
A variety of mechanistic pathways have been postulated to explain the association between endometriosis and cardiovascular disease. To begin with, patients with endometriosis ha"
PMC12076410,PMC12076410_chunk_36,"iosis-related risk. 48
A variety of mechanistic pathways have been postulated to explain the association between endometriosis and cardiovascular disease. To begin with, patients with endometriosis have cytokine and pro-angiogenic factor release leading to systemic inflammation. 49–52 This systemic inflammation can result in endothelial dysfunction which predisposes to arterial atherosclerotic changes in patients with endometriosis. 53–57 Endometriosis-related pain and stress 58 are also plausibly related to cardiovascular disease via increased inflammation and sympathetic activity. 59 , 60 Additionally, since genetic variants associated with endometriosis 61 , 62 overlap with some genetic variants associated with atherosclerosis resulting in cardiovascular disease, 11 , 63 the observed association between endometriosis and cardiovascular disease may be partially attributed to shared vascular risk factors causing both conditions. However, some vascular risk factors, like dyslipidaemia "
PMC12076410,PMC12076410_chunk_37,"sociation between endometriosis and cardiovascular disease may be partially attributed to shared vascular risk factors causing both conditions. However, some vascular risk factors, like dyslipidaemia 53 , 54 , 64 and smoking, 15 , 65 have mixed evidence for association with endometriosis. Finally, endometriosis treatments 66 , 67 may increase risk of cardiovascular disease, 4 , 9 , 10 though some data indicate that treatment lowers cardiovascular disease risk 5 , 16 or find no difference in risk. 6 , 16
We found that neither aspirin nor statin use is a modifier of the effect of endometriosis on MACE in this cohort. In fact, we found that baseline aspirin use was associated with a higher risk of cardiovascular disease across the cohort regardless of endometriosis. In a prior study, aspirin use was associated with a higher risk of coronary heart disease in individuals with endometriosis though the authors did not account for differences in baseline indications for aspirin use, such as hi"
PMC12076410,PMC12076410_chunk_38,"use was associated with a higher risk of coronary heart disease in individuals with endometriosis though the authors did not account for differences in baseline indications for aspirin use, such as history of stroke, between groups. 16 One potential reason for our finding is that aspirin use may be associated with severe endometriosis which itself may be associated with substantial risk of cardiovascular disease; aspirin can be used as an analgesic for endometriosis, so patients with more severe endometriosis-related pain may be more likely to use aspirin. 4 Another possibility is that individuals who are regular aspirin users simply have more cardiovascular disease risk from unmeasured confounders (e.g. family history of myocardial infarction at a young age) which we did not account for. One limitation of our study is a lack of information about indication and duration of aspirin use. Finally, given the unique pathway(s) through which endometriosis increases cardiovascular risk discus"
PMC12076410,PMC12076410_chunk_39,"One limitation of our study is a lack of information about indication and duration of aspirin use. Finally, given the unique pathway(s) through which endometriosis increases cardiovascular risk discussed above, aspirin may simply not be an effective method of primary prevention in patients with endometriosis.
Our findings regarding statin use should be interpreted cautiously because questions regarding baseline use were prone to survivorship bias. We also do not know the intensity of statins prescribed. In a previous study using national data from Taiwan, statin use was indeed associated with a decrease in coronary heart disease in patients with endometriosis. 16 Thus, based on our analytical limitations, previous literature, and the known anti-inflammatory properties of statins, 68 the role of these medications in cardiovascular risk reduction among patients with endometriosis is an important area for future investigation.
Additional study limitations include the fact that we were una"
PMC12076410,PMC12076410_chunk_40,"le of these medications in cardiovascular risk reduction among patients with endometriosis is an important area for future investigation.
Additional study limitations include the fact that we were unable to determine the effects of various endometriosis treatments (e.g. non-steroidal anti-inflammatory medications, oral contraceptives, hormonal suppression, and surgical treatments) on cardiovascular risk nor how many participants with endometriosis receive treatment for this disease. We also do not know whether or not survey participants stayed on various medical treatments, including aspirin and statins, in between surveys. Another study limitation is the over-representation of non-Hispanic White participants who were all teachers or administrators in the CTS which may limit generalizability to the broader population in the USA. As our study relied on observational data, we were unable to account for residual confounding by unmeasured covariates. Major strengths of our study include ou"
PMC12076410,PMC12076410_chunk_41,"ty to the broader population in the USA. As our study relied on observational data, we were unable to account for residual confounding by unmeasured covariates. Major strengths of our study include our use of a large data set which links survey data including information on medication use with hospitalization data, robust outcome ascertainment using validated diagnostic codes, and long follow-up time allowing us to include a substantial number of elderly patients in our analysis.
Participant characteristics
We included a total of 120 435 participants in our final study cohort ( Figure 1 ). Of these participants, 13 754 (11.4%) reported a history of endometriosis. Compared to participants without endometriosis, those with endometriosis were slightly younger (mean age 53.0 vs. 52.3) and much more likely to have a history of migraine (18.3% vs. 28.7%) and severe anaemia (12.5% vs. 17.4%). Participants with endometriosis were also more likely to report regular use of aspirin (10.5% vs. 12."
PMC12076410,PMC12076410_chunk_42," more likely to have a history of migraine (18.3% vs. 28.7%) and severe anaemia (12.5% vs. 17.4%). Participants with endometriosis were also more likely to report regular use of aspirin (10.5% vs. 12.6%), statin (23.4% vs. 26%), anti-hypertensives (12% vs. 13.7%), and oral contraception (65.5% vs. 74.2%) ( Table 1 ). Among the 13 754 participants who reported having endometriosis, 10 874 (79%) indicated this diagnosis on the baseline questionnaire and an additional 2880 (20.9%) reported it on questionnaire four. Of the 12 898 participants that reported taking aspirin on the baseline questionnaire, 5546 (43.0%) completed questionnaire four with only 686 of participants reporting that they had stopped taking aspirin on questionnaire four.
Inclusion flowchart. Inclusions and exclusions of participants from the California Teachers Study.
Demographics
Demographic information, comorbidities, and medications for included participants with and without endometriosis.
a Defined by CTS from 1990 "
PMC12076410,PMC12076410_chunk_43,"ticipants from the California Teachers Study.
Demographics
Demographic information, comorbidities, and medications for included participants with and without endometriosis.
a Defined by CTS from 1990 census block group variables (occupation, education, and income).
b Defined as needing a blood transfusion.
c Participants were classified as regular aspirin users if they reported taking aspirin at least three times weekly for at least 1 year on the baseline questionnaire.
Primary outcomes
The median follow-up time was 25 years [interquartile range (IQR), 21.4–25.2] in participants with endometriosis and 25 years (IQR, 21.5–25.1) in participants without endometriosis. The incidence rate of MACE was 0.74 [95% confidence interval (CI), 0.71–0.77] per 100 person-years among participants with endometriosis vs. 0.73 (95% CI, 0.72–0.75) per 100 person-years among participants without endometriosis. After adjusting for demographics, confounding, and dropouts, endometriosis was associated with an"
PMC12076410,PMC12076410_chunk_44,"ometriosis vs. 0.73 (95% CI, 0.72–0.75) per 100 person-years among participants without endometriosis. After adjusting for demographics, confounding, and dropouts, endometriosis was associated with an increased risk of MACE (IP-weighted HR, 1.10; 95% CI, 1.04–1.15; Figure 2 ).
Cardiovascular events in no endometriosis vs. endometriosis. Inverse probability–weighted Kaplan–Meier curves estimating cumulative incidence functions of major adverse cardiovascular events for no endometriosis vs. endometriosis accounting for age at baseline, race–ethnicity, and all self-reported vascular risk factors.
In our age-stratified analysis, we found that endometriosis was most strongly associated with an elevated risk of MACE among participants under 40 years old (IP-weighted HR, 1.48; 95% CI, 1.08–2.02). The incidence rate of MACE was 0.14 (95% CI, 0.11–0.19) per 100 person-years for participants with endometriosis, compared to 0.08 (95% CI, 0.07–0.09) per 100 person-years for those without it in thi"
PMC12076410,PMC12076410_chunk_45," The incidence rate of MACE was 0.14 (95% CI, 0.11–0.19) per 100 person-years for participants with endometriosis, compared to 0.08 (95% CI, 0.07–0.09) per 100 person-years for those without it in this age group ( Table 2 ).
Cardiovascular event rates in no endometriosis vs. endometriosis
Rates of major adverse cardiovascular events by endometriosis, aspirin use, and age group, unweighted.
For participants aged 40–54 years, the incidence rate of MACE was 0.38 (95% CI, 0.35–0.41) per 100 person-years among those with endometriosis, vs. 0.31 (95% CI, 0.30–0.32) per 100 person-years among those without it. The IP-weighted HR was 1.16 (95% CI, 1.06–1.27).
Among participants aged 55 years or older, the incidence rate of MACE was 1.48 (95% CI, 1.41–1.56) per 100 person-years for participants with endometriosis, compared to 1.53 (95% CI, 1.50–1.56) per 100 person-years for those without. Although the crude incidence was lower in the endometriosis group, following adjustment for confounding an"
PMC12076410,PMC12076410_chunk_46,"h endometriosis, compared to 1.53 (95% CI, 1.50–1.56) per 100 person-years for those without. Although the crude incidence was lower in the endometriosis group, following adjustment for confounding and dropouts using IP-weighting, the IP-weighted HR was 1.07 (95% CI, 1.01–1.13), indicating that endometriosis was associated with an increased risk of MACE in this age group as well ( Figure 3 ).
Cardiovascular events in no endometriosis vs. endometriosis by age group. Inverse probability–weighted Kaplan–Meier curves estimating cumulative incidence functions of major adverse cardiovascular events for no endometriosis vs. endometriosis by age group accounting for race–ethnicity and all self-reported vascular risk factors.
The incidence rate of MACE among participants taking aspirin ( n = 12 898) was 1.38 (95% CI, 1.34–1.43) per 100 person-years, in contrast to participants not taking aspirin, who had a rate of 0.66 (0.65–0.67) per 100 person-years (see Supplementary material online , Table "
PMC12076410,PMC12076410_chunk_47,") was 1.38 (95% CI, 1.34–1.43) per 100 person-years, in contrast to participants not taking aspirin, who had a rate of 0.66 (0.65–0.67) per 100 person-years (see Supplementary material online , Table S1 ). Among participants taking aspirin, the incidence rate of MACE was 1.26 (95% CI, 1.14–1.38) per 100 person-years for participants with endometriosis, compared to 1.40 (95% CI, 1.35–1.45) per 100 person-years for those without (IP-weighted HR, 1.07; 95% CI, 0.96–1.19). Among participants not taking aspirin, the incidence rate of MACE was 0.67 (95% CI, 0.64–0.70) per 100 person-years for participants with endometriosis, compared to 0.66 (95% CI, 0.65–0.67) per 100 person-years for those without (IP-weighted HR, 1.10; 95% CI, 1.04–1.17). The P value for the interaction of aspirin use and endometriosis was 0.467.
Secondary outcomes
The risk of stroke and coronary heart disease was similarly increased in the endometriosis group compared to the non-endometriosis group (stroke: IP-weighted H"
PMC12076410,PMC12076410_chunk_48,"ometriosis was 0.467.
Secondary outcomes
The risk of stroke and coronary heart disease was similarly increased in the endometriosis group compared to the non-endometriosis group (stroke: IP-weighted HR, 1.11; 95% CI, 1.02–1.21; coronary heart disease: IP-weighted HR, 1.12; 95% CI, 1.06–1.19). However, for myocardial infarction, there was no difference in risk between the endometriosis and non-endometriosis groups (adjusted HR, 1.04; 95% CI, 0.94–1.16).
Subgroup analyses
Out of 59 480 participants who completed both the baseline and fourth questionnaires and had no MACE before questionnaire four, 13 127 (22.8%) reported daily statin use. The median follow-up time was 15 years (IQR, 14.3–15.1). Among participants taking statin, the incidence rate of MACE was 1.52 (95% CI, 1.37–1.67) per 100 person-years for participants with endometriosis, compared to 1.55 (95% CI, 1.49–1.62) per 100 person-years for those without (IP-weighted HR, 1.10; 95% CI, 0.98–1.23). Among participants not taking s"
PMC12076410,PMC12076410_chunk_49,"person-years for participants with endometriosis, compared to 1.55 (95% CI, 1.49–1.62) per 100 person-years for those without (IP-weighted HR, 1.10; 95% CI, 0.98–1.23). Among participants not taking statin, the incidence rate of MACE was 0.80 (95% CI, 0.74–0.86) per 100 person-years for participants with endometriosis, compared to 0.80 (95% CI, 0.77–0.82) per 100 person-years for those without (IP-weighted HR, 1.06; 95% CI, 0.97–1.15). The P value for the interaction of statin use and endometriosis was 0.866.
In the endometriosis subgroup, aspirin use at baseline was associated with increased risk of MACE (IP-weighted HR 1.25; 95% CI, 1.11–1.41). In the non-endometriosis subgroup, aspirin use at baseline was also associated with increased risk of MACE (IP-weighted HR 1.24; 95% CI, 1.18–1.30).
Comment
In our study of 120 435 female teachers and administrators in the CTS, those with endometriosis had a higher risk of MACE, especially at younger ages, than those without endometriosis. We "
PMC12076410,PMC12076410_chunk_50,"0).
Comment
In our study of 120 435 female teachers and administrators in the CTS, those with endometriosis had a higher risk of MACE, especially at younger ages, than those without endometriosis. We found that aspirin did not modify the effect of endometriosis on cardiovascular disease risk. To our knowledge, this is one of the first studies to assess aspirin as a potential modifier of MACE risk in patients with endometriosis.
Multiple prior studies have shown that the risk of various adverse cardiovascular events is elevated in patients with endometriosis. 4–6 , 8–10 , 16 , 45 The HR point estimate for MACE in patients with endometriosis in our study was similar to the estimated hazard for cardiovascular disease in three studies, 5 , 8 , 9 , 45 lower than the estimated hazard for coronary heart disease in two studies, 6 , 16 and lower than the estimated hazard for stroke in one study (see Supplementary material online , Table S2 ). 10
Our finding that an increased MACE risk associate"
